config_id,seed,lrc_pct,orc_pct,alpha,ARI,NMI,Runtime,V,E,removed_lrc,removed_orc,status,error
41,2,6.0,49.0,0.09288854875744723,0.7742136444694921,0.7615912101275079,4.788834095001221,360.0,1925.0,241.0,1849.0,ok,
41,3,6.0,49.0,0.09288854875744723,0.7552853616484697,0.7633095456253978,4.688943147659302,351.0,1926.0,244.0,1852.0,ok,
41,4,6.0,49.0,0.09288854875744723,0.3417351777565945,0.3841499048420674,5.001744747161865,170.0,1017.0,243.0,1855.0,ok,
41,5,6.0,49.0,0.09288854875744723,0.7135079304313885,0.7220102226258173,4.934558868408203,356.0,1971.0,251.0,1894.0,ok,
42,1,36.0,1.0,0.6043157467736379,0.6749822123653899,0.6621391727374917,3.3725900650024414,360.0,2593.0,1480.0,27.0,ok,
42,2,36.0,1.0,0.6043157467736379,0.692483365134308,0.6748807584058477,3.269745111465454,360.0,2543.0,1446.0,26.0,ok,
42,3,36.0,1.0,0.6043157467736379,0.4974776417299423,0.541352160425307,3.219048023223877,360.0,2547.0,1450.0,26.0,ok,
42,4,36.0,1.0,0.6043157467736379,0.6801359749946443,0.6931051900229628,3.396250009536743,360.0,2551.0,1451.0,26.0,ok,
42,5,36.0,1.0,0.6043157467736379,0.733914213128989,0.704491969280325,3.7372169494628906,360.0,2603.0,1486.0,27.0,ok,
43,1,94.0,49.0,0.6013821213404011,-0.15384615384615385,0.2019643764564272,0.27675318717956543,5.0,6.0,3854.0,96.0,ok,
43,2,94.0,49.0,0.6013821213404011,0.0,0.0,0.2505629062652588,5.0,5.0,3774.0,80.0,ok,
43,3,94.0,49.0,0.6013821213404011,0.0,0.2313598919830773,0.27225613594055176,6.0,6.0,3781.0,73.0,ok,
43,4,94.0,49.0,0.6013821213404011,0.0,0.0,0.3268899917602539,5.0,5.0,3786.0,81.0,ok,
43,5,94.0,49.0,0.6013821213404011,0.2222222222222222,0.45551315659096087,0.4283459186553955,9.0,11.0,3871.0,101.0,ok,
44,1,47.0,56.0,0.89045910829968,0.5693336036087429,0.6382515529141887,2.9231910705566406,330.0,947.0,1934.0,1213.0,ok,
44,2,47.0,56.0,0.89045910829968,0.6285067070917479,0.6716004193432006,2.6826300621032715,328.0,934.0,1890.0,1190.0,ok,
44,3,47.0,56.0,0.89045910829968,0.4500218476221435,0.5761285421547381,2.582068920135498,323.0,929.0,1893.0,1193.0,ok,
44,4,47.0,56.0,0.89045910829968,0.39696251811155503,0.5336807697349284,2.7467660903930664,245.0,628.0,1893.0,1196.0,ok,
44,5,47.0,56.0,0.89045910829968,0.5771421442195372,0.6526956184345327,2.6288509368896484,339.0,958.0,1935.0,1221.0,ok,
45,1,30.0,92.0,0.188257161102365,0.019169011574211598,0.13782912928777294,3.4338762760162354,71.0,110.0,1233.0,2637.0,ok,
45,2,30.0,92.0,0.188257161102365,0.0,0.0,3.3516759872436523,60.0,90.0,1208.0,2582.0,ok,
45,3,30.0,92.0,0.188257161102365,0.0,0.0,3.4033279418945312,69.0,143.0,1211.0,2587.0,ok,
45,4,30.0,92.0,0.188257161102365,0.0,0.0,3.1453330516815186,68.0,101.0,1218.0,2585.0,ok,
45,5,30.0,92.0,0.188257161102365,0.0,0.0,3.1752538681030273,68.0,127.0,1238.0,2647.0,ok,
46,1,25.0,95.0,0.7877266263227836,0.03973536568199642,0.17423030287401248,4.820859909057617,53.0,68.0,1025.0,2921.0,ok,
46,2,25.0,95.0,0.7877266263227836,0.0,0.0,4.5657947063446045,30.0,34.0,1010.0,2854.0,ok,
46,3,25.0,95.0,0.7877266263227836,0.0,0.0,4.49301290512085,34.0,42.0,1009.0,2863.0,ok,
46,4,25.0,95.0,0.7877266263227836,0.0,0.0,4.861081838607788,16.0,18.0,1007.0,2870.0,ok,
46,5,25.0,95.0,0.7877266263227836,0.0,0.0,4.806498765945435,27.0,28.0,1031.0,2930.0,ok,
47,1,58.0,64.0,0.6596072674909493,0.0951766430075579,0.3094990247823694,1.8430590629577637,105.0,253.0,2381.0,1100.0,ok,
47,2,58.0,64.0,0.6596072674909493,0.28683283224204065,0.5034284819054645,1.8118598461151123,143.0,361.0,2330.0,1078.0,ok,
47,3,58.0,64.0,0.6596072674909493,0.11336906273980658,0.339886672337565,1.7553598880767822,150.0,312.0,2339.0,1078.0,ok,
47,4,58.0,64.0,0.6596072674909493,0.014744638882300688,0.07102758526659923,1.7475640773773193,84.0,177.0,2338.0,1081.0,ok,
47,5,58.0,64.0,0.6596072674909493,0.24930313588850175,0.49077847500551347,1.8339672088623047,140.0,297.0,2394.0,1102.0,ok,
48,1,7.0,55.0,0.9172632996428407,0.5400989926460056,0.5663889099237364,7.3923258781433105,354.0,1715.0,288.0,2097.0,ok,
48,2,7.0,55.0,0.9172632996428407,0.6402420395792098,0.6646657076422571,7.292403936386108,347.0,1680.0,281.0,2054.0,ok,
48,3,7.0,55.0,0.9172632996428407,0.4654245267678742,0.5650578968087413,7.145998001098633,346.0,1683.0,282.0,2058.0,ok,
48,4,7.0,55.0,0.9172632996428407,0.6176695389975703,0.6741245928743033,7.57902193069458,351.0,1684.0,285.0,2059.0,ok,
48,5,7.0,55.0,0.9172632996428407,0.6134349068233174,0.6500907687433144,7.745104789733887,351.0,1721.0,291.0,2104.0,ok,
49,1,99.0,23.0,0.5993159922695809,1.0,1.0,0.20966601371765137,2.0,1.0,4059.0,2.0,ok,
49,2,99.0,23.0,0.5993159922695809,1.0,1.0,0.1661529541015625,3.0,2.0,3976.0,1.0,ok,
49,3,99.0,23.0,0.5993159922695809,,,,,,,,failed,ValueError('A graph without link has an undefined modularity')
49,4,99.0,23.0,0.5993159922695809,1.0,1.0,0.20549607276916504,4.0,4.0,3987.0,2.0,ok,
49,5,99.0,23.0,0.5993159922695809,1.0,1.0,0.16320395469665527,2.0,1.0,4074.0,2.0,ok,
